Verse,First Letter,Last Letter,Swara After Last,Chapter,Verse Number,Cumulative Number
चन्द्रागृहे किमुत चन्द्रभगागृहे नुराधागृहे नु भवने किमु मैत्रविन्दे ।धूर्तो विलम्बत इति प्रमदाभिरुच्चै-राशङ्कितो निशि मरुत्पुरनाथ पाया: ॥१२॥,च,य,आ,72,12,742
निशमय्य तवाथ यानवार्तां भृशमार्ता: पशुपालबालिकास्ता: ।किमिदं किमिदं कथं न्वितीमा: समवेता: परिदेवितान्यकुर्वन् ॥१॥,न,व,अ,73,1,743
करुणानिधिरेष नन्दसूनु: कथमस्मान् विसृजेदनन्यनाथा: ।बत न: किमु दैवमेवमासीदिति तास्त्वद्गतमानसा विलेपु: ॥२॥,क,प,उ,73,2,744
चरमप्रहरे प्रतिष्ठमान: सह पित्रा निजमित्रमण्डलैश्च ।परितापभरं नितम्बिनीनां शमयिष्यन् व्यमुच: सखायमेकम् ॥३॥,च,क,अ,73,3,745
अचिरादुपयामि सन्निधिं वो भविता साधु मयैव सङ्गमश्री: ।अमृताम्बुनिधौ निमज्जयिष्ये द्रुतमित्याश्वसिता वधूरकार्षी: ॥४॥,अ,ष,ई,73,4,746
सविषादभरं सयाच्ञमुच्चै: अतिदूरं वनिताभिरीक्ष्यमाण: ।मृदु तद्दिशि पातयन्नपाङ्गान् सबलोऽक्रूररथेन निर्गतोऽभू: ॥५॥,स,भ,ऊ,73,5,747
अनसा बहुलेन वल्लवानां मनसा चानुगतोऽथ वल्लभानाम् ।वनमार्तमृगं विषण्णवृक्षं समतीतो यमुनातटीमयासी: ॥६॥,अ,स,ई,73,6,748
नियमाय निमज्य वारिणि त्वामभिवीक्ष्याथ रथेऽपि गान्दिनेय: ।विवशोऽजनि किं न्विदं विभोस्ते ननु चित्रं त्ववलोकनं समन्तात् ॥७॥,न,त,आ,73,7,749
पुनरेष निमज्य पुण्यशाली पुरुषं त्वां परमं भुजङ्गभोगे ।अरिकम्बुगदाम्बुजै: स्फुरन्तं सुरसिद्धौघपरीतमालुलोके ॥८॥,प,क,ए,73,8,750
स तदा परमात्मसौख्यसिन्धौ विनिमग्न: प्रणुवन् प्रकारभेदै: ।अविलोक्य पुनश्च हर्षसिन्धोरनुवृत्त्या पुलकावृतो ययौ त्वाम् ॥९॥,स,व,आ,73,9,751
